,Year-Month,flu: (Netherlands),Influenza: (Netherlands),Griep: (Netherlands),Total Sarch ,STN,YYYYMMDD,DDVEC,wind_speed,FG,hourly_highest,FHXH,hourly_lowest,FHNH,FXX,FXXH,24_avg_temp,TN,TNH,TX,TXH,T10N,T10NH,sunshine_duration,SP,Q,DR,24_precipitation,RHX,RHXH,PG,PX,PXH,PN,PNH,VVN,VVNH,VVX,VVXH,24_avg_humidity,UX,UXH,UN,UNH,evaporation
129,2014-10,12,9,3,24,260.0,20141016.0,191.96774193548387,28.548387096774192,32.54838709677419,49.03225806451613,10.67741935483871,17.741935483870968,8.774193548387096,94.51612903225806,11.903225806451612,134.29032258064515,103.35483870967742,11.741935483870968,169.7741935483871,13.258064516129032,89.16129032258064,14.516129032258064,32.225806451612904,30.032258064516128,557.9677419354839,17.806451612903224,24.0,8.548387096774194,9.774193548387096,10142.451612903225,10167.677419354839,12.129032258064516,10112.709677419354,13.612903225806452,36.0,8.451612903225806,73.87096774193549,12.387096774193548,87.87096774193549,97.29032258064517,6.516129032258065,72.2258064516129,12.67741935483871,8.935483870967742
130,2014-11,16,10,3,29,260.0,20141115.5,142.23333333333332,31.133333333333333,33.4,49.0,11.066666666666666,18.333333333333332,10.3,87.0,12.466666666666667,81.73333333333333,53.766666666666666,12.233333333333333,108.0,13.533333333333333,41.93333333333333,15.2,29.566666666666666,33.266666666666666,324.8,18.733333333333334,15.433333333333334,6.466666666666667,9.133333333333333,10103.366666666667,10133.033333333333,10.3,10073.666666666666,11.933333333333334,28.666666666666668,11.433333333333334,67.66666666666667,12.5,88.33333333333333,96.16666666666667,10.633333333333333,77.5,13.166666666666666,4.633333333333334
131,2014-12,13,10,6,29,260.0,20141216.0,199.5483870967742,39.645161290322584,42.903225806451616,64.19354838709677,9.838709677419354,25.161290322580644,9.64516129032258,120.96774193548387,10.612903225806452,48.45161290322581,21.35483870967742,12.709677419354838,71.3225806451613,12.838709677419354,11.225806451612904,15.483870967741936,18.903225806451612,24.161290322580644,176.6451612903226,30.387096774193548,31.870967741935484,8.709677419354838,9.709677419354838,10171.90322580645,10207.387096774193,14.161290322580646,10135.58064516129,11.419354838709678,34.193548387096776,10.903225806451612,71.96774193548387,12.0,84.7741935483871,93.83870967741936,11.161290322580646,74.09677419354838,13.419354838709678,2.2580645161290325
132,2015-01,15,16,9,40,260.0,20150116.0,211.38709677419354,39.54838709677419,43.61290322580645,64.19354838709677,9.709677419354838,25.806451612903224,8.806451612903226,120.96774193548387,10.96774193548387,40.193548387096776,14.516129032258064,13.193548387096774,64.09677419354838,14.419354838709678,3.4838709677419355,15.290322580645162,17.451612903225808,21.032258064516128,217.0,35.903225806451616,37.225806451612904,11.161290322580646,10.258064516129032,10135.129032258064,10178.387096774193,10.96774193548387,10093.709677419354,12.129032258064516,34.45161290322581,12.838709677419354,71.09677419354838,12.419354838709678,84.51612903225806,94.12903225806451,10.709677419354838,72.58064516129032,12.774193548387096,2.5806451612903225
133,2015-02,21,21,11,53,260.0,20150214.5,201.32142857142858,31.714285714285715,35.107142857142854,52.857142857142854,9.964285714285714,17.857142857142858,8.857142857142858,100.35714285714286,12.607142857142858,34.892857142857146,-0.07142857142857142,10.678571428571429,70.0,13.821428571428571,-14.142857142857142,13.928571428571429,40.285714285714285,40.5,537.0714285714286,20.392857142857142,21.571428571428573,6.607142857142857,6.25,10164.0,10208.07142857143,15.392857142857142,10117.82142857143,10.892857142857142,32.642857142857146,9.642857142857142,72.71428571428571,13.357142857142858,84.21428571428571,94.85714285714286,10.428571428571429,68.5,12.678571428571429,6.25
134,2015-03,16,12,6,34,260.0,20150316.0,214.96774193548387,33.96774193548387,38.935483870967744,58.70967741935484,10.870967741935484,19.032258064516128,8.774193548387096,111.29032258064517,10.96774193548387,61.58064516129032,17.806451612903224,10.35483870967742,101.7741935483871,14.32258064516129,0.8709677419354839,12.387096774193548,50.54838709677419,43.03225806451613,891.8387096774194,17.322580645161292,19.193548387096776,7.096774193548387,7.387096774193548,10197.612903225807,10234.129032258064,11.741935483870968,10159.645161290322,14.193548387096774,37.38709677419355,9.838709677419354,73.58064516129032,14.225806451612904,78.25806451612904,94.7741935483871,10.193548387096774,59.935483870967744,14.387096774193548,11.67741935483871
135,2015-04,13,8,4,25,260.0,20150415.5,207.96666666666667,26.266666666666666,31.9,53.0,12.633333333333333,12.666666666666666,6.8,100.66666666666667,12.866666666666667,89.9,30.366666666666667,10.433333333333334,143.4,14.5,2.3666666666666667,12.2,80.13333333333334,57.63333333333333,1640.5333333333333,8.3,6.9,3.0,4.266666666666667,10213.5,10243.833333333334,11.833333333333334,10183.166666666666,12.766666666666667,41.36666666666667,8.233333333333333,79.5,14.633333333333333,71.9,93.96666666666667,9.7,47.63333333333333,14.6,23.433333333333334
136,2015-05,11,7,2,20,260.0,20150516.0,225.74193548387098,29.64516129032258,35.38709677419355,57.74193548387097,12.03225806451613,13.225806451612904,9.387096774193548,112.25806451612904,13.03225806451613,123.64516129032258,66.51612903225806,11.741935483870968,169.96774193548387,13.935483870967742,39.483870967741936,12.96774193548387,71.61290322580645,45.83870967741935,1784.6774193548388,11.838709677419354,14.903225806451612,8.193548387096774,7.580645161290323,10151.548387096775,10185.064516129032,12.516129032258064,10116.677419354839,12.612903225806452,47.645161290322584,9.774193548387096,82.12903225806451,14.806451612903226,70.29032258064517,93.0,8.451612903225806,48.83870967741935,13.612903225806452,27.64516129032258
137,2015-06,10,5,1,16,260.0,20150615.5,199.7,28.5,32.7,50.333333333333336,12.0,12.333333333333334,8.2,99.66666666666667,14.1,156.0,93.5,11.866666666666667,203.43333333333334,14.7,74.76666666666667,13.4,77.63333333333334,46.7,1987.7,7.1,10.733333333333333,5.5,4.266666666666667,10195.433333333332,10222.9,12.433333333333334,10164.7,11.766666666666667,47.666666666666664,10.966666666666667,81.33333333333333,14.7,70.23333333333333,94.26666666666667,10.733333333333333,49.46666666666667,14.266666666666667,33.53333333333333
138,2015-07,6,5,1,12,260.0,20150716.0,209.06451612903226,27.193548387096776,34.74193548387097,56.45161290322581,12.741935483870968,14.516129032258064,12.03225806451613,114.51612903225806,13.064516129032258,183.83870967741936,131.93548387096774,12.64516129032258,231.5483870967742,14.387096774193548,115.0,15.096774193548388,73.35483870967742,45.096774193548384,1820.225806451613,20.387096774193548,29.451612903225808,12.64516129032258,6.67741935483871,10142.161290322581,10171.935483870968,12.580645161290322,10110.483870967742,12.64516129032258,48.54838709677419,8.0,80.48387096774194,13.774193548387096,74.54838709677419,94.16129032258064,9.0,54.32258064516129,13.741935483870968,32.483870967741936
139,2015-08,8,4,1,13,260.0,20150816.0,176.5483870967742,22.870967741935484,29.096774193548388,47.41935483870968,11.35483870967742,13.225806451612904,7.774193548387097,90.96774193548387,12.96774193548387,184.5483870967742,129.8709677419355,12.548387096774194,236.0,13.870967741935484,112.48387096774194,13.548387096774194,68.70967741935483,46.54838709677419,1647.4516129032259,26.451612903225808,36.74193548387097,16.0,5.129032258064516,10151.645161290322,10178.322580645161,11.806451612903226,10123.806451612903,12.612903225806452,32.67741935483871,12.0,80.09677419354838,14.290322580645162,78.3225806451613,97.12903225806451,10.387096774193548,57.096774193548384,13.258064516129032,29.322580645161292
140,2015-09,10,6,3,19,260.0,20150915.5,189.93333333333334,27.966666666666665,30.833333333333332,51.0,11.166666666666666,13.666666666666666,9.266666666666667,99.66666666666667,12.2,134.0,89.73333333333333,10.333333333333334,177.93333333333334,13.466666666666667,71.8,13.2,49.53333333333333,39.2,1033.8666666666666,17.8,29.4,9.233333333333333,7.733333333333333,10171.2,10200.8,12.2,10140.733333333334,10.833333333333334,35.4,10.366666666666667,79.4,12.833333333333334,83.6,96.73333333333333,10.133333333333333,64.23333333333333,13.6,16.466666666666665
141,2015-10,11,8,3,22,260.0,20151016.0,150.41935483870967,21.225806451612904,24.161290322580644,38.38709677419355,9.03225806451613,10.32258064516129,7.903225806451613,70.0,10.225806451612904,98.90322580645162,54.32258064516129,12.32258064516129,138.16129032258064,14.483870967741936,32.12903225806452,13.935483870967742,40.38709677419355,37.67741935483871,643.0,20.741935483870968,10.483870967741936,3.064516129032258,5.516129032258065,10185.548387096775,10209.774193548386,11.096774193548388,10161.258064516129,11.483870967741936,22.516129032258064,12.483870967741936,69.12903225806451,12.387096774193548,88.35483870967742,98.03225806451613,8.225806451612904,71.87096774193549,13.35483870967742,9.419354838709678
